project_id,project_number,project_name,url,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_ha
53581,MO/2018/53581,Detailed Project Report (DPR)/Feasibility for 4 package (2 New declared NH & 2 In Principle NH) in the State of Madhya Pradesh during 2016-2017 (Sanctioned issued under Ministrys letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017) - regarding revised technical approval. k.m. 0.000 to 59.900 k.m. ( Tikamgarh to Malhera Road) डिटेल्ड प्रोजेक्ट रिपोर्ट डीपीआर/फिजिबिलिटी फिजिबिलिटी स्टडी फॉर 4 पैकेज ( न्यू डिक्लेयरड एन .एच. ) इन द स्टेट ऑफ मध्यप्रदेश ड्यूरिंग 2016-17 (सेंक्शन इसूड अंडर मिनिस्ट्री लेटर नं. RW/NH- 12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- रिगार्डिंग रिवाइज्ड टेक्निकल एप्रूवल. रा.रा. के कि.मी. 0.000 से 51.900 कि.मी. तक के (टीकमगढ़ से मलहरा रोड),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53581,208.22,104.72,103.5,0.0
53590,MO/2018/53590,Detailed Project Report (DPR)/Feasibility for 4 package (2 New declared NH & 2 In Principle NH) in the State of Madhya Pradesh during 2016-2017 (Sanctioned issued under Ministrys letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017) - regarding revised technical approval. (Narsinghpur to Shahpura Road) k.m. 0.000 to 51.900 K.m. डिटेल्ड प्रोजेक्ट रिपोर्ट डीपीआर/फिजिबिलिटी फिजिबिलिटी स्टडी फॉर 4 पैकेज ( न्यू डिक्लेयरड एन .एच. ) इन द स्टेट ऑफ मध्यप्रदेश ड्यूरिंग 2016-17 (सेंक्शन इसूड अंडर मिनिस्ट्री लेटर नं. RW/NH- 12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- रिगार्डिंग रिवाइज्ड टेक्निकल एप्रूवल. रा.रा. के कि.मी. 0.000 से 51.900 कि.मी. तक के (नरसिंहपुर से शहपुरा रोड),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53590,171.0,76.8,94.2,0.0
53592,MO/2018/53592,Detailed Project Report (DPR)/Feasibility for 4 package (2 New declared NH & 2 In Principle NH) in the State of Madhya Pradesh during 2016-2017 (Sanctioned issued under Ministrys letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017) - regarding revised technical approval. k.m. 0.000 to 58.670 km ( Khategaon Nasrullaganj Koshmi Road) डिटेल्ड प्रोजेक्ट रिपोर्ट डीपीआर/फिजिबिलिटी फिजिबिलिटी स्टडी फॉर 4 पैकेज ( न्यू डिक्लेयरड एन .एच. ) इन द स्टेट ऑफ मध्यप्रदेश ड्यूरिंग 2016-17 (सेंक्शन इसूड अंडर मिनिस्ट्री लेटर नं. RW/NH- 12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- रिगार्डिंग रिवाइज्ड टेक्निकल एप्रूवल. रा.रा. के कि.मी. 0.000 से58.670 कि.मी. तक के (खातेगांव-नसरूल्लागंज-कोसमी रोड),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53592,137.654,36.7,100.954,0.0
53594,MO/2018/53594,Detailed Project Report (DPR)/Feasibility for 4 package (2 New declared NH & 2 In Principle NH) in the State of Madhya Pradesh during 2016-2017 (Sanctioned issued under Ministrys letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017) - regarding revised technical approval. (Ashapur to Harda) Road Km. 0.000 to 71.995 Km. डिटेल्ड प्रोजेक्ट रिपोर्ट डीपीआर/फिजिबिलिटी फिजिबिलिटी स्टडी फॉर 4 पैकेज ( न्यू डिक्लेयरड एन .एच. ) इन द स्टेट ऑफ मध्यप्रदेश ड्यूरिंग 2016-17 (सेंक्शन इसूड अंडर मिनिस्ट्री लेटर नं. RW/NH- 12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- रिगार्डिंग रिवाइज्ड टेक्निकल एप्रूवल. रा.रा. के कि.मी. 0.000 से 71.995 कि.मी. तक के (आशापुर से हरदा रोड),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53594,210.06,32.01,178.05,0.0
53601,MO/2018/53601,Construction of 4 lane Rohat Bypass NH-65 from Km 0.00 to Km 4.913 (existing chainage Km 344/835 to Km 348/835) in the state of Rajasthan. कंस्ट्रक्शन ऑफ़ ४ लेन रोहट बाईपास ों NH-६५ फ्रॉम कम 0.०० तो कम 4.९१३ (एक्सिस्टिंग चैनगे कम 344/८३५ तो कम 348/835) .,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53601,165.0,0.0,165.0,0.0
53603,MO/2018/53603,Rehabilitation & Up-gradation to 2 lanes with Paved Shoulders of Flexible Pavement (27.56 km) and Rigid Pavement (22.57 km) on Maksudangarh -Sironj section from km 42.510 to km 92.640 & White topping (inside sironj city around which bypass has been proposed in length of km 6.610) section of newly declared NH-752(B) in the state of Madhya Pradesh on EPC Mode under NH(o). रिहैबिलिटेशन & अपग्रेडेशन ऑफ़ 2 लेनस विथ पेवड शोल्डर्स ऑफ फिलेक्सिबल पेवमेंट (27.56 km) एंड रिजिड पेवमेंट(27.56 km) ऑन मकसूदनगढ़ - सिरोंज सेक्शन फ्रम कि.मी.42.510 टू 92.640 कि.मी. & व्हाइल टोंपिंग ( इनसाइड सिरोंज सिटी अराउंड विच बायपास हेज बिन प्रोपोज्ड इन लेनथ ऑफ कि.मी. 6.610) सेक्शन ऑफ न्यूलि डिक्लेयर्ड NH No.-752 (B) इन द स्टे ऑफ़ मध्य प्रदेश ऑन- इपीसी मोड अंडर NH (o).,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53603,278.032,204.684,73.348,0.176
53606,MO/2018/53606,Rehabilitation & Up-gradation of 2 lane flexible pavement to 2 lane with paved shoulders of rigid pavement in km 0+000 to 34+560 on Thikri to Anjad on NH-347B in the state of Madhya Pradesh on EPC mode under NH(O). रिहैबिलिटेशन & अपग्रेडेशन ऑफ़ 2 - लेन फ्लेकिसबल पेवमेंट टू लेन विथ पेव्ड शोल्डरस ऑफ रिजिड पेवमेंट इन कि.मी.0.000 टू 34.560 कि.मी. ऑन ठीकरी - अंजड़ ऑन NH-347-B इन द स्टे ऑफ़ मध्य प्रदेश ऑन- इपीसी मोड अंडर NH (o).,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53606,170.013,43.202,126.811,1.079
53614,MO/2018/53614,Detailed Project Report (DPR)/Feasibility for 4 package (2 New declared NH & 2 In Principle NH) in the State of Madhya Pradesh during 2016-2017 (Sanctioned issued under Ministrys letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017) - regarding revised technical approval... Khandwa to Mundi Road Km. 0.000 to 32.329 डिटेल्ड प्रोजेक्ट रिपोर्ट डीपीआर/फिजिबिलिटी फिजिबिलिटी स्टडी फॉर 4 पैकेज ( न्यू डिक्लेयरड एन .एच. ) इन द स्टेट ऑफ मध्यप्रदेश ड्यूरिंग 2016-17 (सेंक्शन इसूड अंडर मिनिस्ट्री लेटर नं. RW/NH- 12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- रिगार्डिंग रिवाइज्ड टेक्निकल एप्रूवल. रा.रा. के कि.मी. 0.000 से 32.329. कि.मी. तक के रोड( खंडवा से मूंदी रोड),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53614,94.34,66.21,28.13,0.0
53624,MO/2018/53624,Widening existing two lane to two lane with paved shoulder from Km 91/100 to Km 125/400 of NH-220 (Saharapada to Dhenkikote excluding Patna bypass) in the state of Odisha. विडेनिंग एक्सिस्टिंग तवो लेन तो तवो लेन ववित पवेद शोल्डर फ्रॉम कम 91/१०० तो कम 125/४०० ऑफ़ NH-२२० (सहरापड़ा तो ढंकीकोटे एक्सक्लूडिंग पटना bypass) इन थे थे स्टेट ऑफ़ Odisha.,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53624,1.8,0.0,1.8,0.0
53625,MO/2018/53625,Detailed Project Report (DPR)/Feasibility for 4 package (2 New declared NH & 2 In Principle NH) in the State of Madhya Pradesh during 2016-2017 (Sanctioned issued under Ministrys letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017) - regarding revised technical approval. K.m. 0.000 to 88.300 k.m. (Seoni to Balaghat Road) डिटेल्ड प्रोजेक्ट रिपोर्ट डीपीआर/फिजिबिलिटी फिजिबिलिटी स्टडी फॉर 4 पैकेज ( न्यू डिक्लेयरड एन .एच. ) इन द स्टेट ऑफ मध्यप्रदेश ड्यूरिंग 2016-17 (सेंक्शन इसूड अंडर मिनिस्ट्री लेटर नं. RW/NH- 12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- रिगार्डिंग रिवाइज्ड टेक्निकल एप्रूवल. कि.मी.0.000 से 88.300 कि.मी. तक के (सिवनी से बालाघाट रोड),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=53625,235.439,199.5,35.939,0.0
54634,MO/2018/54634,Widening of two lane carriageway with 1.5m wide paved shoulder and strengthening from Km 162.01 to 224.90 (Bolangir-Khorda section) of NH-57 in the state of Odisha विडेनिंग ऑफ़ तवो लाने कार्रिअगेवय विथ 1.५म वाइड पवेद शोल्डर एंड स्ट्रेंग्थेनिंग फ्रॉम कम 162.०१ तो 224.९० (Bolangir-खोर्दा section) ऑफ़ NH-५७ इन थे स्टेट ऑफ़ ओडिशा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=54634,2.064,0.945,1.119,0.0
54635,MO/2018/54635,Widening the existing lane to two lane paved shoulder from km 239.900 to 294.300 (Nayagarh to Khordha) on NH-57 in the state of Odisha विडेनिंग थे एक्सिस्टिंग लेन तो तवो लेन पवेद शोल्डर फ्रॉम कम 239.९०० तो 294.३०० (नयागढ़ तो Khordha) ों NH-५७ इन थे स्टेट ऑफ़ ओडिशा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=54635,22.0,0.0,22.0,0.529
54636,MO/2018/54636,Construction of ROB (BR-70) with approach near Bolagarh at Km 257/770 on NH-57 (at Rly km 50/050 of Khorda - Bolangir Rail Link Project) in the state of Odisha कंस्ट्रक्शन ऑफ़ रॉब (BR-70) विथ एप्रोच नियर बोलगढ़ ात कम 257/७७० ों NH-५७ (ात रलय कम 50/०५० ऑफ़ खोर्दा - बोलांगीर रेल लिंक Project) इन थे स्टेट ऑफ़ ओडिशा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=54636,1.463,0.0,1.463,0.0
54637,MO/2018/54637,Construction of BY-Pass near Khorda Town on NH-57 in the state of Odisha कंस्ट्रक्शन ऊफ BY-पास नियर खोर्दा टाउन ों NH-५७ इन थे स्टेट ऑफ़,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=54637,32.0,0.0,32.0,0.1622
